title,genre,rating,size,release_year,platform,description,cover_image_url,video_url,screenshot
Marvel's Spider-Man Remastered,"[""Action"", ""Adventure"", ""Open World""]",9.2,75,2022,PS4,Versi remaster Spider-Man dengan grafis dan performa lebih baik.,https://romsfun.com/wp-content/uploads/2019/11/marvels-spider-man-ps4-300x371.png,,
Marvel's Avengers,"[""Action"", ""RPG""]",6.8,90,2020,PS4,Game action co-op superhero Marvel dengan loot system.,https://m.media-amazon.com/images/I/71Ek3ptHKBL.jpg,,
Metro Exodus,"[""FPS"", ""Action""]",8.5,50,2019,PS4,"Tahun 2036. Seperempat abad setelah perang nuklir menghancurkan bumi, beberapa ribu penyintas masih bertahan hidup di bawah reruntuhan Moskow, di terowongan Metro. Mereka telah berjuang melawan unsur-unsur beracun, melawan binatang buas bermutasi dan kengerian paranormal, serta menderita kobaran api perang saudara. Namun kini, sebagai Artyom, Anda harus melarikan diri dari Metro dan memimpin sekelompok Spartan Ranger dalam perjalanan luar biasa melintasi benua Rusia pasca-apokaliptik untuk mencari kehidupan baru di Timur. Metro Exodus adalah game tembak-menembak orang pertama yang epik dan berfokus pada cerita dari 4A Games yang menggabungkan pertempuran mematikan dan stealth dengan eksplorasi dan horor bertahan hidup di salah satu dunia game paling imersif yang pernah dibuat. Jelajahi hutan belantara Rusia di berbagai level yang luas dan non-linear, serta ikuti alur cerita mendebarkan yang berlangsung selama setahun penuh melalui musim semi, musim panas, dan musim gugur hingga kedalaman musim dingin nuklir. Terinspirasi oleh novel-novel Dmitry Glukhovsky, Metro Exodus melanjutkan kisah Artyom dalam petualangan Metro terhebat hingga saat ini.",https://romsfun.com/wp-content/uploads/2021/04/1618735951-a8c92e51-47a5-4e57-bef0-031757a5b594.jpg,,
Metro Redux,"[""FPS"", ""Horror""]",8.2,10,2014,PS4,"Metro Redux adalah koleksi ganda game terbaik, termasuk versi definitif dari Metro 2033 dan Metro: Last Light, yang masing-masing dibangun ulang dengan iterasi terbaru dan terbaik dari 4A Engine untuk konsol generasi berikutnya. Untuk pertama kalinya, pemilik konsol dapat mengharapkan gameplay 60FPS yang lancar dan visual canggih yang dulunya hanya tersedia pada perangkat keras PC kelas atas. Pendatang baru di seri ini akan mendapatkan kesempatan untuk merasakan dua game tembak-menembak berbasis cerita terbaik sepanjang masa dalam satu paket besar; sebuah petualangan epik yang menggabungkan horor bertahan hidup yang menegangkan, eksplorasi, dan pertempuran taktis serta stealth. Penggemar game aslinya akan menemukan dunia unik Metro yang telah diubah dengan pencahayaan, fisika, dan efek cuaca dinamis yang luar biasa, serta sejumlah peningkatan gameplay dan fitur baru.",https://romsfun.com/wp-content/uploads/2021/04/1618735952-7f87b04d-4c3a-4d6c-b5ba-57cacc7797d8.jpg,,
Minecraft: Story Mode,"[""Adventure"", ""Interactive""]",7.9,5,2016,PS4,"Kamu adalah Jesse. Kamu dan teman-temanmu memuja Ordo Batu yang legendaris: Prajurit, Insinyur Redstone, Griefer, dan Arsitek; para pembunuh Naga Ender. Saat berada di EnderCon dengan harapan bertemu Gabriel sang Prajurit, kamu dan teman-temanmu menemukan bahwa ada sesuatu yang salah… sesuatu yang mengerikan. Teror dilepaskan, dan kamu harus memulai pencarian untuk menemukan Ordo Batu jika kamu ingin menyelamatkan duniamu dari kehancuran.",https://romsfun.com/wp-content/uploads/2021/04/1619102354-e6e60932-2b19-466b-b460-176d6b5de7fa.jpg,,
Minecraft: Story Mode Season Two,"[""Adventure"", ""Interactive""]",7.8,5,2017,PS4,Kelanjutan cerita interaktif Minecraft.,"https://m.media-amazon.com/images/I/71an9Vij2pL._AC_UF1000,1000_QL80_.jpg",,
Minecraft Dungeons Ultimate Edition,"[""Action"", ""RPG""]",7.6,8,2021,PS4,Dungeon crawler Minecraft dengan co-op.,https://m.media-amazon.com/images/I/71MxB4aSzCL.jpg,,
Monster Hunter World: Iceborne,"[""Action"", ""RPG""]",9,50,2019,PS4,"Kisah baru dalam game ini berlanjut setelah Monster Hunter: World dan membawa para pemburu ke lokasi dingin yang baru ditemukan, yang setelah sepenuhnya dieksplorasi, menjadi wilayah terbesar di World hingga saat ini. Lokasi baru ini merupakan rumah bagi beberapa monster baru dan lama yang siap menantang para pemburu sepanjang ekspedisi mereka dan meningkatkan tantangan dengan adanya Master Rank dengan tingkat kesulitan yang lebih tinggi. Iceborne melanjutkan sistem perkembangan berbasis keterampilan dan sistem pembuatan item yang kuat seperti yang ditemukan di World dan memperluasnya dengan beberapa fitur gameplay baru yang memperluas kemampuan tempur pemain. Semua ini mengarah pada ujian pemburu pamungkas melawan monster andalan baru yang misterius, Velkhana.",https://romsfun.com/wp-content/uploads/2024/07/Monster-Hunter-World-Iceborne.jpg,,
Mortal Kombat 11 Aftermath,"[""Fighting""]",8.6,60,2020,PS4,Versi lengkap MK11 dengan story expansion.,https://romsfun.com/wp-content/uploads/2021/04/1618735970-40b8b3a9-af29-4370-8eb9-951732f7cc19.jpg,,
Moto Racer 4,"[""Racing"", ""Arcade""]",6.9,6,2016,PS4,Game balap motor arcade dengan trek beragam.,https://romsfun.com/wp-content/uploads/2021/07/81Ll5VItivL-300x374-1.jpg,,
MotoGP 22,"[""Racing"", ""Simulation""]",8,22,2022,PS4,Simulasi balap MotoGP resmi musim 2022.,https://romsfun.com/wp-content/uploads/2024/07/MotoGP-22.jpg,,
MX vs ATV Legends,"[""Racing"", ""Sports""]",7.2,26.17,2022,PS4,"Pacu jalanmu menuju kemenangan dengan sepeda motor, ATV, dan UTV di MX vs ATV Legends! Menampilkan lingkungan terbuka baru yang luas, ditambah mode karier yang memungkinkanmu merasakan semua risiko dan imbalan menjadi pembalap profesional terkenal di dunia. Jadilah legenda balap off-road dengan kemampuanmu sendiri! Waktumu telah tiba!",https://romsfun.com/wp-content/uploads/2025/05/MX-vs.-ATV-Legends.jpg,,
MXGP3: The Official Motocross Videogame,"[""Racing"", ""Simulation""]",7.1,12.17,2017,PS4,"Berlombalah di 18 trek resmi dan di MXoN dengan semua pembalap dan motor dari musim MXGP dan MX2 2016 dan jadilah yang pertama merasakan sensasi mengendarai salah satu dari 10 motor 2-tak yang tersedia. Buat pembalap dan motor Anda unik, dengan lebih dari 300 komponen resmi untuk kustomisasi lengkap.",https://romsfun.com/wp-content/uploads/2024/07/MXGP3-The-Official-Motocross-Videogame.jpg,,
Naruto Shippuden: Ultimate Ninja Storm 4,"[""Fighting"", ""Action""]",8.5,40,2016,PS4,"Dalam Naruto Shippuden: Ultimate Ninja Storm 4, pemain di seluruh dunia akan merasakan petualangan seru Naruto Uzumaki yang belum pernah ada sebelumnya! Terjunlah ke dalam perjalanan epik yang menakjubkan dengan fitur-fitur baru seperti Sistem Pergantian Pemimpin dan Lari di Dinding. Untuk pertama kalinya, dunia Naruto juga akan memanfaatkan kekuatan grafis dari sistem generasi baru.",https://romsfun.com/wp-content/uploads/2021/04/1618735980-3e126bb8-506a-4c72-a847-b47c94e652fb.jpg,,
NBA 2K23,"[""Sports"", ""Simulation""]",8.3,120,2022,PS4,Raih kesempatan dan wujudkan potensi penuhmu di NBA 2K23. Buktikan dirimu melawan pemain terbaik di dunia dan tunjukkan bakatmu di MyCAREER. Padukan All-Star masa kini dengan legenda abadi di MyTEAM. Bangun dinastimu sendiri di MyGM atau bawa NBA ke arah baru dengan MyLEAGUE. Hadapi tim NBA atau WNBA di PLAY NOW dan rasakan gameplay yang realistis. Bagaimana kamu akan Menjawab Panggilan?,https://romsfun.com/wp-content/uploads/2024/07/NBA-2K23.jpg,,
Need for Speed Heat Deluxe Edition,"[""Racing"", ""Arcade""]",8,35,2019,PS4,"SELAMAT DATANG DI PALM CITY Palm City adalah surga balap jalanan yang unik. Siang hari adalah lingkungan perkotaan yang cerah dan hangat. Malam hari adalah arena bermain neon yang lebih berbahaya. BAKAR SEMUA BATAS Dalam Need for Speed ??Heat, batasan hukum memudar saat matahari mulai terbenam. Di siang hari, berkompetisilah di Speedhunter Showdown, serangkaian acara resmi di mana Anda dapat memperoleh Uang untuk menyesuaikan armada mobil pribadi Anda. Setelah mobil Anda ditata dengan sempurna, tingkatkan intensitasnya di malam hari. Ikuti balapan jalanan ilegal bersama kru setia Anda, tetapi tetap waspada – polisi nakal sedang menunggu. Ambil risiko, kalahkan pesaing untuk meningkatkan Reputasi Anda, dan pertaruhkan semuanya untuk kejayaan bawah tanah. KUSTOMISASI MOBIL Dari warna-warna liar hingga garis balap hingga banyak pilihan performa tinggi, Anda akan memiliki semua yang Anda butuhkan untuk memodifikasi dan menyesuaikan mobil Anda agar sesuai dengan gaya mengemudi Anda.",https://romsfun.com/wp-content/uploads/2021/04/1618735989-df62a44b-8c22-48fe-a98a-87f47872220d.jpg,,
NieR: Automata,"[""Action"", ""RPG""]",9,45,2017,PS4,"NieR: Automata mengisahkan tentang android 2B, 9S, dan A2 serta perjuangan mereka untuk merebut kembali distopia yang dikuasai mesin dan dikuasai oleh mesin-mesin yang kuat. Umat manusia telah diusir dari Bumi oleh makhluk mekanik dari dunia lain. Dalam upaya terakhir untuk merebut kembali planet ini, perlawanan manusia mengirimkan pasukan tentara android untuk menghancurkan para penjajah. Kini, perang antara mesin dan android berkecamuk… Perang yang mungkin akan segera mengungkap kebenaran dunia yang telah lama terlupakan. Pemain akan berganti-ganti antara menggunakan serangan jarak dekat dan jarak jauh dalam pertempuran melawan gerombolan musuh dan bos yang menantang di berbagai peta lapangan terbuka. Kontrol yang responsif dan pertarungan yang sangat lancar mudah dipelajari bagi pemula, sekaligus menawarkan banyak kedalaman bagi pemain game aksi yang lebih berpengalaman. Pemain dapat melakukan aksi pertempuran berkecepatan tinggi—menggabungkan serangan ringan dan berat—dan beralih melalui berbagai persenjataan sambil menghindari musuh dengan kecepatan dan gaya.",https://romsfun.com/wp-content/uploads/2021/04/1618735997-9cc5a678-eb2f-4e16-9025-da579c70ba13.jpg,,
One Piece Odyssey,"[""RPG"", ""Adventure""]",7.9,40,2023,PS4,RPG One Piece turn-based dengan cerita original.,"https://m.media-amazon.com/images/I/81d48cN2pRL._AC_UF1000,1000_QL80_.jpg",,
One Piece Pirate Warriors 4,"[""Action"", ""Hack and Slash""]",8.1,30,2020,PS4,"Seri Pirate Warriors telah berhasil menggabungkan anime populer One Piece dengan aksi menegangkan dari seri Warriors untuk menciptakan fenomena mendunia yang terjual lebih dari empat juta kopi! Berdasarkan konsep ""melawan gerombolan musuh sambil berpetualang dengan sekutu terpercaya,"" rasakan aksi One Piece yang luar biasa yang diambil langsung dari anime! One Piece: Pirate Warriors 4 adalah evolusi terbaru dari aksi Pirate Warriors! Berdasarkan konsep ""mengalami medan perang One Piece yang nyata,"" bangunan akan runtuh selama aksi dan serangan akan menimbulkan asap dan debu, menempatkan Anda di tengah-tengah dunia One Piece! Menambahkan elemen baru yang tidak dapat dicapai dalam seri sebelumnya kini telah mewujudkan aksi Pirate Warriors yang lebih mendebarkan!",https://romsfun.com/wp-content/uploads/2021/04/1618736017-97ff6ea2-00d7-4d49-b6f2-05e72bebbb0c.jpg,,
One Piece World Seeker,"[""Action"", ""Adventure""]",7.1,30,2019,PS4,"Tinggalkan kompasmu dan bergabunglah dengan Luffy saat ia memulai petualangan penuh aksi baru di mana kamu dapat merasakan kekuatan buah Gum-Gum yang legendaris untuk mengungkap rahasia tersembunyi di sebuah pulau orisinal yang belum pernah dilihat sebelumnya! Saatnya berlayar! Aksi Gum-Gum Dinamis • Kendalikan Monkey D. Luffy dan jelajahi area luas pulau baru ini saat kamu mencoba mengungkap rahasia tersembunyinya. • Alami Kisah Orisinal Bajak Laut Topi Jerami tiba di sebuah pulau misterius yang hanya dikenal sebagai ""Pulau Penjara"" dan mereka segera terjebak dalam kisah dramatis yang penuh liku-liku. Termasuk karakter orisinal yang dirancang oleh Eiichiro Oda sendiri! • Pertempuran Sengit Antar Karakter Populer Hadapi beberapa musuh Luffy yang terkenal dari seri ONE PIECE. Gunakan kekuatan Buah Gum-Gum dan kemampuan Haki yang kuat untuk mengalahkan mereka!",https://romsfun.com/wp-content/uploads/2021/04/1618736018-bb2cc4d9-bd4f-4b62-a104-5a061c34cd64.jpg,,
One Punch Man: A Hero Nobody Knows,"[""Fighting""]",6.7,15,2020,PS4,"Game 'One Punch Man' pertama akhirnya hadir! Selami pengalaman game pertarungan dinamis dengan karakter-karakter kesayangan dari Musim pertama One Punch Man! Bermain sebagai pahlawan favoritmu – atau jadilah salah satunya! KAMU adalah pahlawannya! Buat avatar pahlawanmu sendiri dan pilih sendiri kekuatan dan kemampuannya! Pertarungan yang menegangkan! Pertarungan 3v3 dinamis yang menampilkan peristiwa seperti yang terlihat di One Punch Man, seperti meteor dan pahlawan lainnya.",https://romsfun.com/wp-content/uploads/2021/04/1618736019-87727c0b-bd03-4fb0-8982-d5b51173dd51.jpg,,
Outlast 2,"[""Horror"", ""Survival""]",7.9,30,2017,PS4,Game horor survival dengan atmosfer ekstrem.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRakKfXDt-IPwUsiSWLIlaEi9EQkUR80L-CVQ&s,,
Persona 5 Royal,"[""RPG"", ""JRPG""]",9.5,40,2020,PS4,"Kenakan topengnya. Ungkapkan kebenaranmu. Bersiaplah untuk pengalaman RPG baru di Persona 5 Royal yang berlatar di alam semesta seri pemenang penghargaan, Persona! Kenakan topeng Joker dan bergabunglah dengan Phantom Thieves of Hearts. Bebaskan diri dari belenggu masyarakat modern dan lakukan perampokan besar untuk menyusup ke pikiran orang-orang korup dan membuat mereka mengubah cara hidup mereka! Persona 5 Royal dikemas dengan karakter baru, teman dekat, kedalaman cerita, lokasi baru untuk dijelajahi, dan mekanisme kait pengait baru untuk akses diam-diam ke area baru. Dengan semester baru di Akademi Shujin, bersiaplah untuk memperkuat kemampuanmu di metaverse dan dalam kehidupan sehari-hari. Jelajahi Tokyo, buka Persona baru, sesuaikan sarang pencuri pribadimu, temukan alur cerita yang belum pernah dilihat sebelumnya, cutscene, akhir alternatif, dan banyak lagi! Persona 5 Royal menghadirkan gaya visual yang unik dan komposer nominasi penghargaan Shoji Meguro kembali dengan soundtrack baru.",https://romsfun.com/wp-content/uploads/2021/04/1618736044-36361826-57b5-4b4c-a649-c2dbece386cb.jpg,,
Plants vs Zombies: Garden Warfare,"[""Shooter"", ""Multiplayer""]",7.6,15,2014,PS4,"Plants vs. Zombies, nama yang familiar, bukan? Pasti mereka yang mengenal nama ini pernah mengalami momen-momen menantang yang sangat menarik dengan strategi yang diterapkan. Namun, jika berbicara tentang ""Plants vs. Zombies: Garden Warfare"", Anda mungkin akan terkejut dengan gameplay yang dikembangkan di dalamnya. Ya, ""Plants vs. Zombies: Garden Warfare"" bukan hanya Plants vs Zombies seperti game-game sebelumnya lagi, tetapi di sini Anda akan berubah menjadi Tanaman untuk melawan Zombie. Percaya atau tidak, Anda akan berubah menjadi 4 karakter Tanaman dalam satu pertandingan dan bergerak di sekitar area tempat Anda tinggal untuk membunuh Zombie, bukan berdiri diam dan duduk, Anda tidak perlu mengatur posisi. Pasti Anda akan langsung percaya jika Anda langsung mengunduh game ini setelah mengetahui ulasan game ini. Tugas Anda cukup sederhana, yaitu memilih 4 Tanaman yang ingin Anda lawan, bersiap, dan 30 detik kemudian Zombie akan muncul di area permainan Anda. Anda hanya perlu membidik mereka dan ""ya"", lalu Anda bisa membunuh Zombie yang mengamuk di area Anda.",https://romsfun.com/wp-content/uploads/2021/04/1618736058-bb0a68b9-2b7f-4628-8eb5-3fd429898b27.jpg,,
Plants vs Zombies: Garden Warfare 2,"[""Shooter"", ""Multiplayer""]",8,20,2016,PS4,"Dr. Zomboss, pemimpin para zombie, akhirnya berhasil merebut pinggiran kota dari para tanaman yang bertahan. Jadi sekarang giliran para tanaman untuk menyerang dan merebut kembali pinggiran kota. Sebagai sekuel dari Plants vs. Zombies: Garden Warfare, game ini mempertahankan gameplay penembak orang ketiga berbasis kelas dan hanya online dari game sebelumnya. Namun, sekuel ini menambahkan mode gameplay tambahan serta enam kelas karakter baru. Kelas karakter baru untuk masing-masing pihak adalah: Tanaman Kernel Corn: dilengkapi dengan dua Cob Buster, Shuck Shot yang eksplosif, dan serangan udara Butter Barrage. Citron: dapat berguling-guling di medan perang dalam bentuk bola, lalu beralih ke mode serangannya menggunakan Orange Beam. Rose: dilengkapi dengan Magic Thistle yang melacak target, Time Snare untuk memperlambat zombie, dan kemampuan Goatify (mengubah zombie menjadi kambing). Zombie Super Brainz: petarung jarak dekat dengan Heroic Fists jarak pendek tetapi juga dapat menggunakan Heroic Beam untuk target yang jauh. Kapten Deadbeard: menggunakan Scurvy Scattershot dan Spyglass Shot. Imp: dilengkapi dengan dua Imp Blaster tembak cepat dan dapat memanggil Z-Mech untuk bala bantuan. Mode permainan baru adalah: Graveyard Ops: mirip dengan mode Garden Ops dari game sebelumnya, tetapi sekarang zombie berada di posisi bertahan dan tanaman menjadi penyerang. Herbal Assault: mirip dengan mode Gardens & Graveyards dari game sebelumnya, tetapi sekarang tanaman menyerang dan zombie bertahan. Solo Ops: mirip dengan mode Garden Ops dan Graveyard Ops, kecuali pemain harus bermain solo dan dapat memunculkan tiga rekan tim AI untuk membantu. Backyard Battleground: area pusat tempat pemain dapat memilih untuk melakukan misi, memasuki mode permainan, membeli paket stiker, dan lain-lain. Flag of Power: mode King of the Hill di mana pemain harus mempertahankan bendera mereka selama periode waktu tertentu. Turf Takeover: kombinasi mode Gardens & Graveyards dan Herbal Assault di mana pemain harus bermain di posisi menyerang dan bertahan. Infinity Time: mode permainan yang dapat dibuka di mana pemain mengendalikan Robot Tak Terbatas dengan tujuan untuk melenyapkan sebanyak mungkin gelombang kurcaci. Perubahan lain dari game sebelumnya adalah pengalaman diperoleh dari lebih banyak aktivitas daripada sebelumnya, seperti membunuh musuh dan menanam tanaman, bukan hanya dari menyelesaikan misi saja.",https://romsfun.com/wp-content/uploads/2021/04/1618736057-ee7bd591-a045-4e4a-b595-caf27d237f21.png,,
Red Dead Redemption 2,"[""Action"", ""Open World""]",9.7,105,2018,PS4,Open world western epik dengan cerita sinematik.,https://romsfun.com/wp-content/uploads/2019/11/red-dead-redemption-2-ps4-wiki-300x375.png,,
Resident Evil 2 Remake,"[""Horror"", ""Survival""]",9.2,25,2019,PS4,Remake modern RE2 dengan atmosfer horor intens.,"https://m.media-amazon.com/images/I/81N0cxaqEYL._AC_UF1000,1000_QL80_.jpg",,
Resident Evil 3,"[""Horror"", ""Survival""]",7.8,23,2020,PS4,"Ini adalah remake tahun 2020 dari game klasik tahun 1999. Resident Evil 3 berlatar belakang peristiwa Resident Evil 2. Kota Raccoon City di wilayah Midwest hancur lebur, telah dikuasai oleh mayat hidup yang menciptakan virus T berkat ulah konyol William Birkin dan Umbrella Inc. Pemain harus memandu Jill ""master of unlocking"" Valentine (salah satu dari dua protagonis utama Resident Evil asli) keluar dari kota hidup-hidup. Sepanjang perjalanan, Jill akan berinteraksi dengan dan menerima bantuan dari (atau dihalangi oleh) tiga tentara bayaran Umbrella yang juga terdampar di Raccoon City. Yang menghalangi pelarian terakhir kelompok Anda adalah gerombolan warga yang telah menjadi zombie pemakan daging, mutan pembunuh, dan mesin pembunuh tanpa ampun yang hanya dikenal sebagai Nemesis yang bertekad untuk memburu dan membunuh para penyintas Resident Evil asli, termasuk Jill.",https://romsfun.com/wp-content/uploads/2021/04/1618736091-d1549d8a-0c7a-4c83-8b95-6d582a492f79.jpg,,
Resident Evil 4 Remake,"[""Action"", ""Horror""]",9.3,35,2023,PS4,Remake RE4 dengan grafis dan mekanik modern.,"https://m.media-amazon.com/images/I/81h-GiKaNeL._AC_UF894,1000_QL80_.jpg",,
Resident Evil 5,"[""Action"", ""Horror""]",7.4,20,2016,PS4,"Salah satu judul Resident Evil paling populer hadir di PlayStation®4 dalam resolusi HD 1080p penuh dengan peningkatan frame rate. Menampilkan mode pemain tunggal dan co-op serta alur cerita yang dramatis, rilis lengkap ini mencakup semua DLC yang telah dirilis sebelumnya (ekspansi cerita Lost in Nightmares dan Desperate Escape, mode Versus, figur tambahan, dan 4 kostum), dan mode No Mercy yang sebelumnya eksklusif untuk PC, serta mode baru ""The Mercenaries United"" yang menggabungkan dua mode favorit penggemar, The Mercenaries dan The Mercenaries Reunion untuk pengalaman yang lebih intens.",https://romsfun.com/wp-content/uploads/2021/04/1619102454-45d82c09-6f24-4ca4-961e-274a740d84cc.jpg,,
Resident Evil 6,"[""Action"", ""Horror""]",6.8,18,2016,PS4,"Menggabungkan aksi dan horor bertahan hidup, Resident Evil 6 adalah pengalaman horor dramatis yang tak terlupakan. Kini dalam definisi tinggi, gim ini menawarkan banyak karakter, termasuk karakter favorit penggemar dan wajah baru, bersama dengan mode solo dan co-op serta tantangan baru bagi pemain, berbeda dari gim lain dalam franchise Resident Evil. Edisi ini mencakup semua DLC, bersama dengan dua kostum per karakter utama, yang awalnya hanya dapat dibuka melalui Residentevil.net, dan sekarang dapat dibuka melalui gim itu sendiri.","https://m.media-amazon.com/images/I/71C0FBaWNnL._AC_UF1000,1000_QL80_.jpg",,
Resident Evil 7 Biohazard Gold Edition,"[""Horror"", ""Survival""]",8.8,30,2017,PS4,"Rasakan salah satu game paling menakutkan dan paling banyak dipuji tahun 2017 dengan Resident Evil 7 Gold Edition – lengkap dengan semua konten Season Pass. Sebagai Ethan Winters, jelajahi rumah besar Baker yang tampaknya terbengkalai dan ungkap kebenaran di balik hilangnya istri Anda. Gold Edition berisi game lengkap ditambah DLC: Banned Footage Vol. 1 dan 2, dan episode epilog End of Zoe. Juga tersedia sebagai unduhan gratis untuk semua pemilik RE7 adalah bab epilog 'Not a Hero' yang dibintangi Chris Redfield.",https://romsfun.com/wp-content/uploads/2021/04/1618736093-521c4286-f4d0-4404-a91f-ec1ec4b6753e.jpg,,
Resident Evil Revelations 2,"[""Horror"", ""Action""]",7.6,18,2015,PS4,"Awal kisah Resident Evil Revelations 2 menampilkan kembalinya karakter favorit penggemar, Claire Redfield, secara dramatis. Sebagai penyintas insiden Raccoon City yang digambarkan dalam game Resident Evil sebelumnya, Claire kini bekerja untuk organisasi anti-bioterorisme Terra Save. Moira Burton sedang menghadiri pesta penyambutannya di Terra Save ketika pasukan bersenjata tak dikenal menyerbu kantor. Claire dan Moira pingsan dan terbangun kemudian mendapati diri mereka berada di fasilitas penahanan yang gelap dan terbengkalai. Bekerja sama, mereka harus mencari tahu siapa yang membawa mereka dan untuk tujuan jahat apa. Akankah Claire dan Moira berhasil keluar hidup-hidup dan menemukan apa yang menyebabkan mereka dibawa ke pulau terpencil ini? Kisah yang penuh liku-liku akan membuat pemain menebak langkah selanjutnya di setiap kesempatan. Menuju pulau penjara terpencil untuk mencari putrinya yang hilang, Barry Burton bertemu dengan karakter baru Natalia Korda, seorang gadis kecil yang memiliki kekuatan aneh yang memungkinkannya untuk merasakan musuh dan barang-barang tersembunyi. Dengan menggunakan kemampuan ini bersamaan dengan kemampuan tempur Barry yang telah terbukti, pemain perlu bergantian antara keduanya untuk bertahan hidup di pulau misterius itu dan menemukan Moira. Dengan musuh-musuh menakutkan yang menunggu di setiap sudut gelap, Barry perlu menggunakan amunisi dan persediaan senjatanya dengan bijak, dalam gaya horor bertahan hidup klasik. Mengembangkan format bab episodik dari Resident Evil Revelations asli, Resident Evil Revelations 2 awalnya dirilis sebagai seri unduhan episodik mingguan yang dimulai pada 24 Februari 2015.",https://romsfun.com/wp-content/uploads/2021/04/1619102459-bb18f29a-484e-4671-ab9a-6a8ac2579cd8.jpg,,
Riders Republic,"[""Sports"", ""Racing"", ""Open World""]",8,45,2021,PS4,"Game olahraga ekstrem dunia terbuka dengan sepeda, ski, snowboard, dan wingsuit.","https://images-na.ssl-images-amazon.com/images/I/81EQyl+RP8L._AC_UL900_SR615,900_.jpg",,
Rise of the Tomb Raider: 20 Year Celebration,"[""Action"", ""Adventure""]",8.8,35,2016,PS4,"Rise of the Tomb Raider: 20 Year Celebration menyertakan Rise of the Tomb Raider yang mendapat pujian kritis, dinominasikan untuk lebih dari 75 penghargaan ""Terbaik"". Dengan lebih dari 50 jam permainan dan konten baru yang dibuat untuk merayakan 20 tahun Lara Croft yang ikonik, ini adalah versi paling komprehensif dari pengalaman pemenang penghargaan tersebut. Dalam Rise of the Tomb Raider, Lara mengungkap misteri kuno yang menempatkannya dalam incaran organisasi kejam yang dikenal sebagai Trinity. Saat ia berpacu untuk menemukan rahasia tersebut sebelum Trinity, jejaknya mengarah ke mitos tentang Kota Hilang Kitezh. Lara tahu dia harus mencapai Kota Hilang dan rahasia tersembunyinya sebelum Trinity saat dia berangkat ke Siberia dalam ekspedisi perburuan makam pertamanya.",https://romsfun.com/wp-content/uploads/2021/04/1618736104-e6095550-7801-49f6-b696-364bde56ff8e.jpg,,
Saints Row,"[""Action"", ""Open World""]",7.6,40,2022,PS4,Reboot Saints Row dengan dunia terbuka dan aksi kriminal penuh gaya.,"https://m.media-amazon.com/images/I/817Ge1n53RL._AC_UF1000,1000_QL80_.jpg",,
Samurai Shodown,"[""Fighting""]",8,18,2019,PS4,"Setelah hampir sepuluh tahun absen dari sorotan, Samurai Shodown kembali dengan penuh semangat! Dikembangkan oleh tim di balik King of Fighters XIV yang mendapat pujian kritis, tiga belas petarung kesayangan kembali, bersama dengan tiga petarung baru, untuk bertarung di panggung legendaris ini!",https://romsfun.com/wp-content/uploads/2021/04/1619102479-af1cedac-1ba4-4bfe-b3a6-b19cb527ef28.jpg,,
Samurai Warriors 4 Empires,"[""Action"", ""Strategy""]",7.4,19.65,2016,PS4,"Judul terbaru dari seri 'Empires' yang terkenal telah hadir, menggabungkan aksi cepat dari seri Warriors dan strategi ekspansi wilayah! Sistem manajemen politik baru yang intuitif, di mana para perwira terbaik dapat dengan mudah ditempatkan pada posisi paling efektif mereka, hadir untuk pertama kalinya, sementara pertempuran kooperatif ditingkatkan. Fokus tambahan pada episode sejarah dan interaksi antar karakter juga berfungsi untuk menciptakan nuansa drama yang lebih tinggi. 'Mode Genesis,' di mana Anda dapat menciptakan era Negara-Negara Berperang Anda sendiri, memungkinkan Anda melakukan kustomisasi individual lebih banyak dari sebelumnya! Nikmati pertempuran pamungkas untuk supremasi!",https://romsfun.com/wp-content/uploads/2021/04/1619102481-cee81a08-482f-4c71-a2ee-1d9ad658f109-scaled.jpg,,
Samurai Warriors 5,"[""Action"", ""Hack and Slash""]",7.5,25,2021,PS4,Reboot Samurai Warriors dengan gaya visual baru.,https://m.media-amazon.com/images/I/71DRItsg0eL.jpg,,
Sekiro: Shadows Die Twice,"[""Action"", ""Adventure""]",9.1,25,2019,PS4,"Mengikuti jejak karakter Shinobi yang dikembangkan dalam game Jepang, kita akan mengenal petualangan aksi khas klan samurai seperti seri game “Sekiro: Shadows Die Twice”. Gamer akan merasakan zaman keemasan periode Sengoku di Jepang dengan pertempuran yang memukau. Memasuki game, pemain akan berubah menjadi Shinobi bernama Wolf untuk melawan klan samurai pada masa itu. Dengan keterampilan tempur khusus dan mode siluman yang ada dalam game, pemain akan dengan mudah mengendalikan karakter yang bergerak di lokasi gelap area game. Tugas pemain adalah bergerak di sekitar peta misi untuk menghancurkan musuh yang tersebar di sekitar game. Pemain dapat menggunakan senjata lain untuk mengurangi fokus musuh pada posisi mereka agar dapat bertindak untuk menghancurkan mereka secepat mungkin tanpa kerusakan. Jika selama pertempuran pemain yang malang terbunuh, mereka dapat memilih untuk bangkit kembali di tempat dengan kekuatan kebangkitan atau akan dihidupkan kembali di posisi semula dalam game.",https://romsfun.com/wp-content/uploads/2021/04/1618736140-797211ff-5539-41f0-9cdc-bf5fe37aab49.jpg,,
